,label
human3_lib1.final_cell_0479,6
human1_lib1.final_cell_0268,6
human2_lib3.final_cell_0153,5
human1_lib3.final_cell_0519,2
human1_lib2.final_cell_0070,6
human3_lib1.final_cell_0472,5
human3_lib2.final_cell_0289,4
human4_lib1.final_cell_0077,3
human2_lib1.final_cell_0546,4
human4_lib3.final_cell_0305,6
human1_lib1.final_cell_0064,4
human2_lib3.final_cell_0471,5
human1_lib3.final_cell_0718,6
human2_lib1.final_cell_0553,4
human3_lib3.final_cell_0430,5
human4_lib3.final_cell_0416,4
human4_lib1.final_cell_0210,6
human2_lib1.final_cell_0455,5
human3_lib3.final_cell_0830,3
human3_lib4.final_cell_0813,6
human4_lib1.final_cell_0184,5
human3_lib2.final_cell_0510,5
human1_lib3.final_cell_0607,6
human4_lib1.final_cell_0297,1
human4_lib3.final_cell_0291,4
human3_lib2.final_cell_0304,6
human3_lib3.final_cell_0517,2
human4_lib1.final_cell_0311,10
human2_lib3.final_cell_0029,4
human3_lib1.final_cell_0345,1
human3_lib2.final_cell_0666,5
human3_lib1.final_cell_0198,5
human3_lib2.final_cell_0615,1
human2_lib1.final_cell_0254,6
human2_lib1.final_cell_0529,5
human1_lib1.final_cell_0427,6
human2_lib2.final_cell_0570,6
human2_lib1.final_cell_0418,5
human3_lib1.final_cell_0665,1
human3_lib2.final_cell_0860,6
human1_lib2.final_cell_0577,2
human1_lib2.final_cell_0084,6
human4_lib3.final_cell_0246,4
human4_lib3.final_cell_0523,5
human1_lib3.final_cell_0493,6
human3_lib4.final_cell_0267,4
human4_lib3.final_cell_0435,8
human2_lib3.final_cell_0057,8
human3_lib4.final_cell_0710,4
human1_lib1.final_cell_0227,6
human4_lib3.final_cell_0236,1
human3_lib1.final_cell_0866,5
human3_lib1.final_cell_0725,2
human4_lib1.final_cell_0085,6
human3_lib2.final_cell_0799,5
human1_lib1.final_cell_0495,3
human3_lib1.final_cell_0136,1
human2_lib3.final_cell_0446,6
human4_lib1.final_cell_0437,6
human1_lib3.final_cell_0575,2
human1_lib2.final_cell_0053,6
human4_lib1.final_cell_0222,6
human4_lib3.final_cell_0319,6
human2_lib1.final_cell_0035,1
human4_lib1.final_cell_0396,6
human1_lib2.final_cell_0538,6
human1_lib1.final_cell_0515,2
human3_lib4.final_cell_0838,5
human2_lib2.final_cell_0488,10
human1_lib2.final_cell_0151,1
human3_lib4.final_cell_0770,5
human2_lib1.final_cell_0477,10
human4_lib3.final_cell_0486,4
human4_lib3.final_cell_0231,5
human1_lib1.final_cell_0366,5
human3_lib3.final_cell_0831,5
human2_lib2.final_cell_0573,5
human2_lib3.final_cell_0512,4
human2_lib2.final_cell_0074,5
human3_lib3.final_cell_0477,1
human4_lib3.final_cell_0328,4
human1_lib3.final_cell_0303,6
human1_lib2.final_cell_0071,6
human4_lib3.final_cell_0098,5
human3_lib2.final_cell_0543,5
human3_lib2.final_cell_0771,8
human3_lib3.final_cell_0884,4
human3_lib1.final_cell_0839,5
human2_lib3.final_cell_0051,5
human4_lib1.final_cell_0040,4
human2_lib1.final_cell_0238,10
human4_lib3.final_cell_0229,4
human3_lib2.final_cell_0590,5
human3_lib1.final_cell_0892,5
human1_lib1.final_cell_0317,6
human3_lib2.final_cell_0156,5
human3_lib4.final_cell_0810,6
human4_lib3.final_cell_0166,4
human4_lib3.final_cell_0131,4
human2_lib2.final_cell_0552,5
human4_lib1.final_cell_0567,6
human3_lib2.final_cell_0659,2
human2_lib2.final_cell_0161,4
human3_lib4.final_cell_0286,6
human3_lib4.final_cell_0744,5
human3_lib4.final_cell_0624,5
human4_lib3.final_cell_0082,5
human1_lib3.final_cell_0160,6
human4_lib1.final_cell_0162,5
human3_lib2.final_cell_0604,5
human1_lib3.final_cell_0506,1
human4_lib3.final_cell_0585,6
human2_lib3.final_cell_0247,8
human3_lib4.final_cell_0608,6
human3_lib4.final_cell_0082,1
human1_lib1.final_cell_0275,1
human2_lib1.final_cell_0470,10
human1_lib3.final_cell_0719,6
human2_lib2.final_cell_0186,6
human4_lib1.final_cell_0078,6
human3_lib1.final_cell_0693,5
human4_lib3.final_cell_0656,4
human1_lib3.final_cell_0183,4
human3_lib3.final_cell_0125,5
human2_lib2.final_cell_0210,5
human3_lib1.final_cell_0177,5
human1_lib2.final_cell_0437,3
human3_lib2.final_cell_0519,5
human3_lib3.final_cell_0582,5
human3_lib2.final_cell_0698,4
human1_lib2.final_cell_0425,2
human4_lib3.final_cell_0460,6
human3_lib3.final_cell_0837,5
human1_lib3.final_cell_0064,1
human2_lib3.final_cell_0061,5
human3_lib2.final_cell_0805,7
human1_lib2.final_cell_0578,2
human3_lib3.final_cell_0378,5
human2_lib3.final_cell_0242,5
human3_lib1.final_cell_0443,6
human3_lib3.final_cell_0667,5
human3_lib3.final_cell_0846,5
human4_lib3.final_cell_0602,4
human3_lib1.final_cell_0203,6
human3_lib2.final_cell_0385,5
human1_lib2.final_cell_0194,1
human1_lib3.final_cell_0257,1
human3_lib3.final_cell_0611,5
human4_lib3.final_cell_0028,4
human2_lib3.final_cell_0234,6
human1_lib3.final_cell_0552,2
human3_lib1.final_cell_0525,5
human2_lib2.final_cell_0168,5
human1_lib2.final_cell_0204,6
human4_lib1.final_cell_0522,6
human2_lib2.final_cell_0506,5
human3_lib4.final_cell_0247,5
human3_lib3.final_cell_0345,1
human3_lib1.final_cell_0393,5
human1_lib1.final_cell_0375,4
human2_lib1.final_cell_0450,4
human3_lib1.final_cell_0288,4
human3_lib4.final_cell_0156,5
human1_lib1.final_cell_0289,2
human4_lib3.final_cell_0326,1
human1_lib1.final_cell_0042,6
human1_lib2.final_cell_0370,1
human3_lib4.final_cell_0401,5
human4_lib1.final_cell_0375,6
human3_lib1.final_cell_0815,1
human2_lib1.final_cell_0179,5
human3_lib3.final_cell_0780,6
human3_lib4.final_cell_0235,1
human2_lib1.final_cell_0338,5
human3_lib1.final_cell_0056,5
human4_lib1.final_cell_0152,5
human4_lib1.final_cell_0048,5
human1_lib3.final_cell_0452,6
human3_lib4.final_cell_0863,1
human1_lib1.final_cell_0060,6
human3_lib2.final_cell_0351,6
human1_lib1.final_cell_0336,6
human3_lib1.final_cell_0449,6
human3_lib1.final_cell_0103,5
human4_lib1.final_cell_0598,6
human1_lib2.final_cell_0604,6
human1_lib3.final_cell_0089,6
human1_lib3.final_cell_0686,5
human2_lib2.final_cell_0535,5
human4_lib3.final_cell_0190,1
human3_lib1.final_cell_0188,1
human2_lib3.final_cell_0231,5
human3_lib4.final_cell_0565,4
human4_lib3.final_cell_0554,6
human4_lib1.final_cell_0435,5
human4_lib1.final_cell_0491,6
human1_lib3.final_cell_0557,6
human3_lib2.final_cell_0504,4
human4_lib1.final_cell_0455,4
human4_lib3.final_cell_0016,6
human1_lib3.final_cell_0109,1
human2_lib1.final_cell_0332,6
human2_lib3.final_cell_0424,1
human1_lib2.final_cell_0551,6
human4_lib1.final_cell_0540,4
human1_lib1.final_cell_0216,4
human1_lib3.final_cell_0354,6
human4_lib1.final_cell_0186,1
human1_lib2.final_cell_0291,5
human1_lib1.final_cell_0030,6
human1_lib1.final_cell_0398,3
human4_lib1.final_cell_0499,6
human2_lib2.final_cell_0572,5
human2_lib2.final_cell_0381,4
human2_lib1.final_cell_0031,8
human3_lib3.final_cell_0878,6
human2_lib1.final_cell_0314,4
human1_lib3.final_cell_0619,6
human3_lib1.final_cell_0879,6
human4_lib1.final_cell_0409,6
human3_lib3.final_cell_0583,6
human2_lib1.final_cell_0056,6
human1_lib1.final_cell_0065,4
human2_lib3.final_cell_0422,4
human4_lib1.final_cell_0191,5
human3_lib3.final_cell_0319,5
human2_lib3.final_cell_0321,5
human3_lib2.final_cell_0624,6
human4_lib3.final_cell_0162,6
human3_lib4.final_cell_0823,6
human3_lib3.final_cell_0562,10
human1_lib3.final_cell_0725,6
human2_lib2.final_cell_0387,10
human1_lib2.final_cell_0517,2
human1_lib2.final_cell_0621,1
human2_lib1.final_cell_0174,5
human4_lib3.final_cell_0154,1
human3_lib3.final_cell_0794,6
human2_lib3.final_cell_0013,4
human1_lib3.final_cell_0435,6
human3_lib4.final_cell_0687,5
human3_lib1.final_cell_0469,4
human1_lib1.final_cell_0062,5
human4_lib3.final_cell_0511,6
human4_lib1.final_cell_0509,6
human4_lib3.final_cell_0340,5
human3_lib3.final_cell_0411,6
human2_lib1.final_cell_0353,5
human2_lib3.final_cell_0417,2
human3_lib3.final_cell_0847,6
human2_lib1.final_cell_0342,5
human1_lib3.final_cell_0248,5
human3_lib2.final_cell_0424,5
human3_lib1.final_cell_0317,6
human1_lib1.final_cell_0130,6
human2_lib2.final_cell_0304,5
human4_lib1.final_cell_0100,6
human3_lib1.final_cell_0686,3
human4_lib1.final_cell_0501,6
human4_lib1.final_cell_0531,6
human3_lib4.final_cell_0438,5
human3_lib3.final_cell_0865,5
human4_lib3.final_cell_0050,1
human3_lib4.final_cell_0629,5
human3_lib3.final_cell_0387,6
human4_lib3.final_cell_0680,1
human1_lib3.final_cell_0165,6
human3_lib2.final_cell_0203,6
human4_lib3.final_cell_0377,6
human3_lib1.final_cell_0715,5
human4_lib3.final_cell_0303,1
human3_lib2.final_cell_0591,5
human3_lib3.final_cell_0815,6
human1_lib1.final_cell_0412,4
human3_lib4.final_cell_0764,6
human3_lib4.final_cell_0488,5
human2_lib1.final_cell_0552,5
human3_lib4.final_cell_0178,4
human3_lib3.final_cell_0605,6
human4_lib3.final_cell_0076,4
human4_lib3.final_cell_0635,5
human3_lib3.final_cell_0764,5
human3_lib1.final_cell_0460,6
human3_lib3.final_cell_0695,8
human1_lib1.final_cell_0330,4
human2_lib1.final_cell_0107,6
human4_lib1.final_cell_0185,5
human4_lib3.final_cell_0655,1
human1_lib3.final_cell_0232,1
human2_lib2.final_cell_0260,1
human1_lib3.final_cell_0331,6
human2_lib1.final_cell_0543,6
human4_lib1.final_cell_0518,5
human1_lib2.final_cell_0601,3
human1_lib3.final_cell_0118,4
human4_lib1.final_cell_0256,4
human2_lib1.final_cell_0319,4
human3_lib1.final_cell_0688,5
human1_lib2.final_cell_0301,5
human3_lib1.final_cell_0804,6
human1_lib3.final_cell_0195,1
human3_lib1.final_cell_0547,6
human3_lib3.final_cell_0380,6
human1_lib2.final_cell_0472,2
human3_lib2.final_cell_0373,2
human3_lib3.final_cell_0627,5
human2_lib2.final_cell_0484,5
human1_lib1.final_cell_0543,5
human1_lib2.final_cell_0229,6
human3_lib4.final_cell_0491,4
human3_lib4.final_cell_0138,6
human2_lib1.final_cell_0373,4
human1_lib3.final_cell_0411,4
human4_lib1.final_cell_0067,5
human3_lib1.final_cell_0865,6
human1_lib3.final_cell_0677,5
human2_lib1.final_cell_0217,8
human1_lib3.final_cell_0592,6
human2_lib3.final_cell_0134,6
human3_lib2.final_cell_0246,5
human3_lib4.final_cell_0716,6
human4_lib3.final_cell_0407,5
human3_lib1.final_cell_0396,6
human3_lib2.final_cell_0369,6
human4_lib1.final_cell_0533,1
human3_lib2.final_cell_0490,6
human3_lib4.final_cell_0206,5
human2_lib3.final_cell_0280,8
human1_lib3.final_cell_0559,6
human1_lib3.final_cell_0121,6
human2_lib3.final_cell_0251,3
human3_lib4.final_cell_0842,2
human3_lib3.final_cell_0766,4
human4_lib3.final_cell_0171,10
human3_lib1.final_cell_0757,6
human2_lib2.final_cell_0275,6
human1_lib3.final_cell_0620,6
human1_lib1.final_cell_0306,1
human2_lib1.final_cell_0524,4
human2_lib1.final_cell_0521,5
human3_lib4.final_cell_0859,8
human1_lib1.final_cell_0072,6
human3_lib2.final_cell_0851,5
human1_lib2.final_cell_0047,1
human2_lib1.final_cell_0501,10
human3_lib2.final_cell_0838,4
human3_lib1.final_cell_0183,6
human2_lib2.final_cell_0306,4
human3_lib3.final_cell_0886,5
human2_lib2.final_cell_0519,6
human3_lib2.final_cell_0413,6
human4_lib3.final_cell_0657,6
human3_lib1.final_cell_0306,4
human3_lib3.final_cell_0907,1
human2_lib1.final_cell_0316,5
human1_lib3.final_cell_0247,1
human1_lib3.final_cell_0659,6
human2_lib3.final_cell_0056,5
human1_lib3.final_cell_0003,1
human3_lib1.final_cell_0550,4
human3_lib1.final_cell_0759,5
human1_lib2.final_cell_0512,6
human1_lib2.final_cell_0025,1
human3_lib2.final_cell_0566,6
human1_lib1.final_cell_0473,6
human3_lib2.final_cell_0223,1
human3_lib3.final_cell_0754,4
human2_lib2.final_cell_0101,5
human2_lib3.final_cell_0306,1
human3_lib4.final_cell_0582,5
human1_lib2.final_cell_0063,1
human3_lib4.final_cell_0778,5
human4_lib1.final_cell_0236,6
human3_lib4.final_cell_0781,5
human3_lib3.final_cell_0660,6
human3_lib2.final_cell_0505,5
human2_lib3.final_cell_0368,5
human1_lib2.final_cell_0272,0
human1_lib3.final_cell_0129,5
human3_lib1.final_cell_0320,2
human3_lib2.final_cell_0016,1
human1_lib1.final_cell_0526,2
human2_lib2.final_cell_0057,6
human4_lib1.final_cell_0363,5
human3_lib2.final_cell_0290,5
human1_lib3.final_cell_0470,6
human4_lib3.final_cell_0134,5
human2_lib1.final_cell_0285,6
human3_lib4.final_cell_0704,5
human4_lib1.final_cell_0043,5
human4_lib1.final_cell_0354,8
human1_lib3.final_cell_0476,6
human3_lib1.final_cell_0617,5
human3_lib4.final_cell_0546,5
human2_lib2.final_cell_0022,6
human4_lib3.final_cell_0420,6
human1_lib2.final_cell_0534,6
human1_lib1.final_cell_0562,2
human3_lib1.final_cell_0405,5
human1_lib2.final_cell_0488,2
human3_lib2.final_cell_0570,4
human4_lib1.final_cell_0385,6
human3_lib1.final_cell_0144,5
human3_lib3.final_cell_0912,6
human3_lib3.final_cell_0324,7
human2_lib3.final_cell_0025,6
human3_lib4.final_cell_0255,8
human3_lib4.final_cell_0493,5
human3_lib3.final_cell_0801,5
human1_lib1.final_cell_0335,6
human4_lib1.final_cell_0044,4
human1_lib1.final_cell_0021,6
human3_lib3.final_cell_0269,6
human1_lib2.final_cell_0381,6
human3_lib4.final_cell_0251,6
human1_lib2.final_cell_0363,6
human2_lib1.final_cell_0079,5
human1_lib3.final_cell_0434,6
human4_lib3.final_cell_0010,6
human3_lib3.final_cell_0206,6
human2_lib3.final_cell_0554,6
human2_lib2.final_cell_0483,6
human4_lib1.final_cell_0339,6
human3_lib2.final_cell_0173,5
human3_lib3.final_cell_0202,6
human3_lib4.final_cell_0651,5
human4_lib3.final_cell_0223,6
human3_lib1.final_cell_0490,5
human4_lib3.final_cell_0248,5
human2_lib3.final_cell_0274,4
human1_lib2.final_cell_0612,8
human1_lib1.final_cell_0447,6
human1_lib3.final_cell_0299,5
human2_lib2.final_cell_0066,6
human3_lib1.final_cell_0780,5
human3_lib4.final_cell_0362,6
human2_lib3.final_cell_0557,6
human1_lib3.final_cell_0650,4
human3_lib3.final_cell_0871,6
human3_lib1.final_cell_0418,5
human2_lib1.final_cell_0048,5
human4_lib3.final_cell_0415,6
human4_lib1.final_cell_0026,6
human3_lib2.final_cell_0141,4
human4_lib3.final_cell_0480,6
human3_lib4.final_cell_0344,6
human1_lib2.final_cell_0116,1
human3_lib4.final_cell_0683,6
human1_lib2.final_cell_0481,5
human1_lib3.final_cell_0158,6
human1_lib1.final_cell_0465,6
human3_lib2.final_cell_0546,6
human1_lib1.final_cell_0033,1
human3_lib2.final_cell_0785,5
human4_lib1.final_cell_0466,4
human3_lib2.final_cell_0681,8
human3_lib4.final_cell_0389,5
human2_lib1.final_cell_0387,5
human4_lib1.final_cell_0060,4
human3_lib4.final_cell_0456,5
human4_lib1.final_cell_0431,6
human1_lib2.final_cell_0468,1
human2_lib3.final_cell_0192,5
human2_lib2.final_cell_0027,5
human1_lib3.final_cell_0243,8
human1_lib1.final_cell_0376,2
human1_lib3.final_cell_0186,6
human4_lib3.final_cell_0260,8
human4_lib1.final_cell_0432,6
human2_lib1.final_cell_0404,5
human1_lib1.final_cell_0373,10
human3_lib2.final_cell_0832,3
human2_lib2.final_cell_0470,5
human3_lib3.final_cell_0489,6
human1_lib2.final_cell_0482,5
human3_lib2.final_cell_0276,6
human3_lib4.final_cell_0729,6
human1_lib1.final_cell_0424,6
human4_lib1.final_cell_0127,4
human3_lib4.final_cell_0700,6
human2_lib1.final_cell_0557,5
human1_lib2.final_cell_0227,6
human3_lib4.final_cell_0341,6
human2_lib2.final_cell_0040,6
human1_lib3.final_cell_0556,6
human3_lib1.final_cell_0808,5
human4_lib1.final_cell_0386,5
human2_lib2.final_cell_0551,4
human1_lib1.final_cell_0499,2
human4_lib3.final_cell_0540,5
human2_lib3.final_cell_0267,5
human1_lib2.final_cell_0443,1
human1_lib1.final_cell_0405,6
human3_lib3.final_cell_0283,8
human1_lib1.final_cell_0308,10
human2_lib3.final_cell_0124,8
human2_lib3.final_cell_0218,5
human3_lib2.final_cell_0312,5
human3_lib2.final_cell_0225,1
human1_lib3.final_cell_0073,4
human4_lib3.final_cell_0445,5
human3_lib3.final_cell_0552,5
human1_lib1.final_cell_0133,6
human1_lib2.final_cell_0176,6
human3_lib1.final_cell_0231,8
human1_lib2.final_cell_0504,5
human3_lib4.final_cell_0301,6
human3_lib4.final_cell_0118,1
human2_lib1.final_cell_0114,5
human4_lib3.final_cell_0600,8
human1_lib3.final_cell_0562,1
human3_lib1.final_cell_0844,4
human3_lib3.final_cell_0588,4
human3_lib1.final_cell_0585,5
human3_lib4.final_cell_0498,5
human1_lib1.final_cell_0324,5
human1_lib1.final_cell_0052,6
human1_lib3.final_cell_0488,6
human1_lib2.final_cell_0492,5
human4_lib1.final_cell_0569,5
human4_lib1.final_cell_0562,5
human2_lib1.final_cell_0091,5
human2_lib1.final_cell_0036,1
human2_lib1.final_cell_0395,4
human2_lib3.final_cell_0332,4
human2_lib1.final_cell_0250,5
human4_lib3.final_cell_0367,6
human3_lib2.final_cell_0278,6
human1_lib2.final_cell_0624,6
human3_lib4.final_cell_0607,5
human3_lib2.final_cell_0686,4
human1_lib2.final_cell_0308,5
human1_lib1.final_cell_0349,6
human3_lib1.final_cell_0433,4
human3_lib2.final_cell_0113,6
human4_lib1.final_cell_0384,5
human3_lib1.final_cell_0695,5
human4_lib3.final_cell_0613,4
human1_lib1.final_cell_0421,10
human3_lib1.final_cell_0820,8
human3_lib2.final_cell_0435,6
human3_lib2.final_cell_0463,5
human2_lib2.final_cell_0478,2
human3_lib1.final_cell_0478,5
human2_lib2.final_cell_0477,5
human4_lib3.final_cell_0690,6
human3_lib4.final_cell_0166,5
human1_lib1.final_cell_0402,6
human1_lib3.final_cell_0566,6
human4_lib1.final_cell_0259,5
human3_lib4.final_cell_0284,4
human1_lib1.final_cell_0470,6
human2_lib2.final_cell_0405,5
human3_lib1.final_cell_0613,3
human2_lib1.final_cell_0206,6
human2_lib3.final_cell_0083,5
human3_lib2.final_cell_0835,5
human2_lib1.final_cell_0479,4
human1_lib2.final_cell_0237,6
human4_lib3.final_cell_0423,4
human4_lib1.final_cell_0483,5
human3_lib1.final_cell_0586,5
human2_lib1.final_cell_0178,5
human4_lib3.final_cell_0179,4
human1_lib2.final_cell_0526,6
human1_lib1.final_cell_0442,6
human2_lib2.final_cell_0026,1
human2_lib1.final_cell_0271,5
human4_lib1.final_cell_0224,6
human1_lib2.final_cell_0003,1
human2_lib3.final_cell_0090,5
human1_lib1.final_cell_0032,1
human4_lib3.final_cell_0294,10
human3_lib4.final_cell_0514,5
human2_lib3.final_cell_0166,8
human1_lib2.final_cell_0510,3
human2_lib2.final_cell_0112,8
human3_lib1.final_cell_0676,4
human4_lib3.final_cell_0036,1
human3_lib4.final_cell_0532,6
human4_lib3.final_cell_0271,1
human3_lib1.final_cell_0853,2
human4_lib1.final_cell_0436,6
human3_lib4.final_cell_0808,6
human3_lib2.final_cell_0121,10
human3_lib1.final_cell_0487,5
human2_lib3.final_cell_0146,5
human1_lib3.final_cell_0711,2
human3_lib1.final_cell_0354,5
human2_lib1.final_cell_0337,5
human3_lib3.final_cell_0171,5
human2_lib1.final_cell_0118,5
human3_lib1.final_cell_0709,4
human2_lib1.final_cell_0203,5
human1_lib3.final_cell_0724,6
human3_lib3.final_cell_0713,5
human1_lib3.final_cell_0159,6
human2_lib2.final_cell_0004,5
human2_lib1.final_cell_0062,5
human4_lib1.final_cell_0208,4
human1_lib3.final_cell_0661,4
human3_lib4.final_cell_0754,6
human3_lib3.final_cell_0596,2
human3_lib4.final_cell_0096,6
human3_lib3.final_cell_0299,4
human4_lib3.final_cell_0041,6
human3_lib1.final_cell_0681,5
human2_lib1.final_cell_0511,4
human4_lib3.final_cell_0206,8
human4_lib3.final_cell_0550,6
human1_lib2.final_cell_0065,5
human2_lib1.final_cell_0251,4
human4_lib3.final_cell_0653,6
human3_lib4.final_cell_0453,5
human1_lib1.final_cell_0409,6
human3_lib4.final_cell_0866,6
human4_lib3.final_cell_0507,4
human2_lib3.final_cell_0313,6
human1_lib3.final_cell_0701,6
human4_lib3.final_cell_0432,4
human4_lib3.final_cell_0060,5
human3_lib3.final_cell_0524,4
human2_lib1.final_cell_0296,6
human1_lib3.final_cell_0217,4
human1_lib2.final_cell_0567,3
human2_lib1.final_cell_0102,10
human2_lib2.final_cell_0509,6
human2_lib2.final_cell_0441,5
human3_lib4.final_cell_0463,6
human4_lib3.final_cell_0652,5
human1_lib3.final_cell_0245,5
human2_lib2.final_cell_0390,5
human4_lib1.final_cell_0493,8
human2_lib1.final_cell_0177,4
human3_lib2.final_cell_0454,6
human3_lib2.final_cell_0855,4
human3_lib1.final_cell_0621,6
human1_lib3.final_cell_0437,6
human1_lib1.final_cell_0494,5
human4_lib1.final_cell_0350,5
human4_lib1.final_cell_0498,5
human4_lib1.final_cell_0269,6
human3_lib3.final_cell_0539,5
human2_lib2.final_cell_0111,5
human4_lib3.final_cell_0130,4
human2_lib1.final_cell_0024,1
human3_lib1.final_cell_0769,5
human2_lib2.final_cell_0014,1
human4_lib3.final_cell_0119,3
human3_lib3.final_cell_0252,4
human3_lib3.final_cell_0919,2
human2_lib3.final_cell_0364,5
human3_lib4.final_cell_0209,5
human2_lib2.final_cell_0465,6
human4_lib1.final_cell_0075,6
human1_lib3.final_cell_0737,6
human3_lib3.final_cell_0351,6
human3_lib2.final_cell_0780,5
human2_lib1.final_cell_0542,6
human4_lib1.final_cell_0351,4
human3_lib3.final_cell_0893,6
human3_lib3.final_cell_0468,5
human1_lib2.final_cell_0192,6
human2_lib1.final_cell_0156,1
human4_lib3.final_cell_0389,4
human3_lib2.final_cell_0740,6
human3_lib4.final_cell_0094,6
human3_lib4.final_cell_0688,5
human1_lib1.final_cell_0511,10
human4_lib3.final_cell_0457,6
human1_lib2.final_cell_0459,5
human1_lib1.final_cell_0181,6
human3_lib4.final_cell_0765,5
human4_lib1.final_cell_0200,1
human3_lib1.final_cell_0180,6
human3_lib1.final_cell_0437,4
human1_lib2.final_cell_0364,10
human1_lib2.final_cell_0058,1
human2_lib1.final_cell_0109,5
human3_lib1.final_cell_0507,5
human4_lib1.final_cell_0500,6
human1_lib2.final_cell_0620,2
human1_lib3.final_cell_0428,4
human3_lib2.final_cell_0471,5
human3_lib4.final_cell_0631,6
human3_lib2.final_cell_0525,5
human3_lib2.final_cell_0366,6
human4_lib1.final_cell_0570,10
human2_lib2.final_cell_0548,5
human1_lib3.final_cell_0371,1
human1_lib2.final_cell_0414,6
human4_lib1.final_cell_0273,4
human3_lib3.final_cell_0668,5
human3_lib3.final_cell_0927,6
human4_lib3.final_cell_0358,6
human3_lib1.final_cell_0355,6
human3_lib1.final_cell_0401,5
human3_lib3.final_cell_0336,6
human1_lib2.final_cell_0050,6
human3_lib1.final_cell_0738,6
human2_lib1.final_cell_0027,1
human3_lib1.final_cell_0397,8
human4_lib1.final_cell_0118,4
human3_lib3.final_cell_0390,5
human3_lib4.final_cell_0484,5
human3_lib2.final_cell_0687,6
human3_lib3.final_cell_0238,6
human4_lib3.final_cell_0371,5
human3_lib4.final_cell_0188,6
human3_lib1.final_cell_0169,5
human3_lib3.final_cell_0798,5
human1_lib3.final_cell_0417,3
human1_lib2.final_cell_0064,6
human1_lib3.final_cell_0369,5
